"gene","weight","symbol","alias","annotation"
"LOC_Os02g43660",1,"--","None","plastocyanin-like domain containing protein, putative, expressed"
"LOC_Os04g58760",0.0576774085759,"OsCASP1","None","membrane associated DUF588 domain containing protein, putative, expressed"
"LOC_Os04g58760",0.0576774085759,"OsCASP1","None","membrane associated DUF588 domain containing protein, putative, expressed"
"LOC_Os02g44310",0.0570212551047,"RCc3","None","LTPL112 - Protease inhibitor/seed storage/LTP family protein precursor, expressed"
"LOC_Os02g44310",0.0570212551047,"RCc3","None","LTPL112 - Protease inhibitor/seed storage/LTP family protein precursor, expressed"
"LOC_Os01g18170",0.0552835116496,"--","None","Cupin domain containing protein, expressed"
"LOC_Os01g18170",0.0552835116496,"--","None","Cupin domain containing protein, expressed"
"LOC_Os03g14150",0.0551240752782,"--","None","expressed protein"
"LOC_Os03g14150",0.0551240752782,"--","None","expressed protein"
"LOC_Os02g25020",0.0520543832853,"--","None","DNA binding protein, putative, expressed"
"LOC_Os02g25020",0.0520543832853,"--","None","DNA binding protein, putative, expressed"
"LOC_Os10g40530",0.0505254373398,"--","None","LTPL146 - Protease inhibitor/seed storage/LTP family protein precursor, expressed"
"LOC_Os10g40530",0.0505254373398,"--","None","LTPL146 - Protease inhibitor/seed storage/LTP family protein precursor, expressed"
"LOC_Os07g47990",0.0500880256806,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os07g47990",0.0500880256806,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os10g08780",0.0468336818638,"--","None","expressed protein"
"LOC_Os10g08780",0.0468336818638,"--","None","expressed protein"
"LOC_Os10g06680",0.0462754725179,"--","None","expressed protein"
"LOC_Os10g06680",0.0462754725179,"--","None","expressed protein"
"LOC_Os04g46810",0.0460453529003,"--","None","LTPL120 - Protease inhibitor/seed storage/LTP family protein precursor, expressed"
"LOC_Os04g46810",0.0460453529003,"--","None","LTPL120 - Protease inhibitor/seed storage/LTP family protein precursor, expressed"
"LOC_Os04g34630",0.0452939065003,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os04g34630",0.0452939065003,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os10g31660",0.0449919789939,"--","None","glycine-rich cell wall structural protein 2 precursor, putative, expressed"
"LOC_Os10g31660",0.0449919789939,"--","None","glycine-rich cell wall structural protein 2 precursor, putative, expressed"
"LOC_Os05g48890",0.0441152765977,"--","None","fasciclin domain containing protein, expressed"
"LOC_Os05g48890",0.0441152765977,"--","None","fasciclin domain containing protein, expressed"
"LOC_Os10g40510",0.0437893853702,"--","None","LTPL144 - Protease inhibitor/seed storage/LTP family protein precursor, expressed"
"LOC_Os10g40510",0.0437893853702,"--","None","LTPL144 - Protease inhibitor/seed storage/LTP family protein precursor, expressed"
"LOC_Os10g40710",0.0437062152374,"OsEXPB2","None","expansin precursor, putative, expressed"
"LOC_Os10g40710",0.0437062152374,"OsEXPB2","None","expansin precursor, putative, expressed"
