"gene","weight","symbol","alias","annotation"
"LOC_Os03g05500",1,"--","None","DUF260 domain containing protein, putative, expressed"
"LOC_Os02g25020",0.0533324682373,"--","None","DNA binding protein, putative, expressed"
"LOC_Os02g25020",0.0533324682373,"--","None","DNA binding protein, putative, expressed"
"LOC_Os03g14150",0.0525571627046,"--","None","expressed protein"
"LOC_Os03g14150",0.0525571627046,"--","None","expressed protein"
"LOC_Os07g01440",0.0432236547061,"--","None","plastocyanin-like domain containing protein, putative, expressed"
"LOC_Os07g01440",0.0432236547061,"--","None","plastocyanin-like domain containing protein, putative, expressed"
"LOC_Os04g58760",0.0428397434861,"OsCASP1","None","membrane associated DUF588 domain containing protein, putative, expressed"
"LOC_Os04g58760",0.0428397434861,"OsCASP1","None","membrane associated DUF588 domain containing protein, putative, expressed"
"LOC_Os05g20930",0.0415145678291,"--","None","ZOS5-07 - C2H2 zinc finger protein, expressed"
"LOC_Os05g20930",0.0415145678291,"--","None","ZOS5-07 - C2H2 zinc finger protein, expressed"
"LOC_Os05g19570",0.0403346874736,"--","None","expansin precursor, putative, expressed"
"LOC_Os05g19570",0.0403346874736,"--","None","expansin precursor, putative, expressed"
"LOC_Os05g04470",0.038672252996,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os05g04470",0.038672252996,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os03g43400",0.0372064572695,"OsIAA11","None","OsIAA11 - Auxin-responsive Aux/IAA gene family member, expressed"
"LOC_Os03g43400",0.0372064572695,"OsIAA11","None","OsIAA11 - Auxin-responsive Aux/IAA gene family member, expressed"
"LOC_Os02g43660",0.0362532530284,"--","None","plastocyanin-like domain containing protein, putative, expressed"
"LOC_Os02g43660",0.0362532530284,"--","None","plastocyanin-like domain containing protein, putative, expressed"
"LOC_Os10g06680",0.0350314060732,"--","None","expressed protein"
"LOC_Os10g06680",0.0350314060732,"--","None","expressed protein"
"LOC_Os05g04440",0.0350275138601,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os05g04440",0.0350275138601,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os03g22600",0.0348082355925,"WIN1","None","BTBN6 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with non-phototropic hypocotyl 3 NPH3 and coiled-coil domains, expressed"
"LOC_Os03g22600",0.0348082355925,"WIN1","None","BTBN6 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with non-phototropic hypocotyl 3 NPH3 and coiled-coil domains, expressed"
"LOC_Os04g50030",0.0342937989947,"--","None","DNA binding protein, putative, expressed"
"LOC_Os04g50030",0.0342937989947,"--","None","DNA binding protein, putative, expressed"
"LOC_Os03g18640",0.0339092110367,"--","None","laccase precursor protein, putative, expressed"
"LOC_Os03g18640",0.0339092110367,"--","None","laccase precursor protein, putative, expressed"
"LOC_Os01g15810",0.0325415983649,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os01g15810",0.0325415983649,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os08g06320",0.0325032131334,"--","None","DNA binding protein, putative, expressed"
"LOC_Os08g06320",0.0325032131334,"--","None","DNA binding protein, putative, expressed"
"LOC_Os02g02370",0.0322799018139,"--","None","myb-like DNA-binding domain containing protein, putative, expressed"
"LOC_Os02g02370",0.0322799018139,"--","None","myb-like DNA-binding domain containing protein, putative, expressed"
"LOC_Os07g44590",0.0317880995972,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os07g44590",0.0317880995972,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os06g44970",0.0317138273364,"OsPIN2|LRA1","None","auxin efflux carrier component, putative, expressed"
"LOC_Os06g44970",0.0317138273364,"OsPIN2|LRA1","None","auxin efflux carrier component, putative, expressed"
"LOC_Os12g15920",0.0316187836177,"--","None","laccase precursor protein, putative, expressed"
"LOC_Os12g15920",0.0316187836177,"--","None","laccase precursor protein, putative, expressed"
"LOC_Os04g34630",0.0315487692442,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os04g34630",0.0315487692442,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os03g17220",0.0308656265514,"--","None","dirigent, putative, expressed"
"LOC_Os03g17220",0.0308656265514,"--","None","dirigent, putative, expressed"
"LOC_Os11g32030",0.0305718372972,"--","None","sex determination protein tasselseed-2, putative, expressed"
"LOC_Os11g32030",0.0305718372972,"--","None","sex determination protein tasselseed-2, putative, expressed"
"LOC_Os03g43410",0.0303915336442,"OsIAA12","None","OsIAA12 - Auxin-responsive Aux/IAA gene family member, expressed"
"LOC_Os03g43410",0.0303915336442,"OsIAA12","None","OsIAA12 - Auxin-responsive Aux/IAA gene family member, expressed"
"LOC_Os04g41970",0.0302726263862,"OsGLU3|RT","None","endoglucanase, putative, expressed"
"LOC_Os04g41970",0.0302726263862,"OsGLU3|RT","None","endoglucanase, putative, expressed"
"LOC_Os02g03870",0.0295163165222,"--","None","periplasmic beta-glucosidase precursor, putative, expressed"
"LOC_Os02g03870",0.0295163165222,"--","None","periplasmic beta-glucosidase precursor, putative, expressed"
"LOC_Os03g56090",0.02926098693,"--","None","MYB family transcription factor, putative, expressed"
"LOC_Os03g56090",0.02926098693,"--","None","MYB family transcription factor, putative, expressed"
"LOC_Os02g03270",0.0291555605103,"--","None","AT hook motif domain containing protein, expressed"
"LOC_Os02g03270",0.0291555605103,"--","None","AT hook motif domain containing protein, expressed"
"LOC_Os05g04450",0.0290463970755,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os05g04450",0.0290463970755,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os04g46810",0.0286502283643,"--","None","LTPL120 - Protease inhibitor/seed storage/LTP family protein precursor, expressed"
"LOC_Os04g46810",0.0286502283643,"--","None","LTPL120 - Protease inhibitor/seed storage/LTP family protein precursor, expressed"
"LOC_Os08g38560",0.0279224449253,"--","None","receptor-like protein kinase 2 precursor, putative, expressed"
"LOC_Os08g38560",0.0279224449253,"--","None","receptor-like protein kinase 2 precursor, putative, expressed"
"LOC_Os12g16010",0.0275166986935,"--","None","sex determination protein tasselseed-2, putative, expressed"
"LOC_Os12g16010",0.0275166986935,"--","None","sex determination protein tasselseed-2, putative, expressed"
"LOC_Os03g02939",0.0274295079191,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os03g02939",0.0274295079191,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os06g15600",0.0271775641715,"--","None","plastocyanin-like domain containing protein, putative, expressed"
"LOC_Os06g15600",0.0271775641715,"--","None","plastocyanin-like domain containing protein, putative, expressed"
"LOC_Os06g44280",0.0268554370081,"--","None","retrotransposon protein, putative, Ty3-gypsy subclass, expressed"
"LOC_Os06g44280",0.0268554370081,"--","None","retrotransposon protein, putative, Ty3-gypsy subclass, expressed"
