"gene","weight","symbol","alias","annotation"
"LOC_Os03g01910",1,"--","None","transcription factor BTF3, putative, expressed"
"LOC_Os05g06310",0.180932998849,"--","None","60S ribosomal protein L18-3, putative, expressed"
"LOC_Os05g06310",0.180932998849,"--","None","60S ribosomal protein L18-3, putative, expressed"
"LOC_Os08g02410",0.176868589959,"--","None","40S ribosomal protein S13, putative, expressed"
"LOC_Os08g02410",0.176868589959,"--","None","40S ribosomal protein S13, putative, expressed"
"LOC_Os03g37970",0.172139345427,"OsiBBC1","None","ribosomal protein L13, putative, expressed"
"LOC_Os03g37970",0.172139345427,"OsiBBC1","None","ribosomal protein L13, putative, expressed"
"LOC_Os08g44480",0.166341991168,"--","None","40S ribosomal protein S25, putative, expressed"
"LOC_Os08g44480",0.166341991168,"--","None","40S ribosomal protein S25, putative, expressed"
"LOC_Os03g58050",0.165795089403,"--","None","ribosomal protein S13p/S18e, putative, expressed"
"LOC_Os03g58050",0.165795089403,"--","None","ribosomal protein S13p/S18e, putative, expressed"
"LOC_Os01g22490",0.16514477959,"OsUBI5|UBQ5|OsCCD4b","None","40S ribosomal protein S27a, putative, expressed"
"LOC_Os01g22490",0.16514477959,"OsUBI5|UBQ5|OsCCD4b","None","40S ribosomal protein S27a, putative, expressed"
"LOC_Os08g13690",0.164318622034,"--","None","60S ribosomal protein L7, putative, expressed"
"LOC_Os08g13690",0.164318622034,"--","None","60S ribosomal protein L7, putative, expressed"
"LOC_Os02g48660",0.161544694571,"--","None","60S ribosomal protein L31, putative, expressed"
"LOC_Os02g48660",0.161544694571,"--","None","60S ribosomal protein L31, putative, expressed"
"LOC_Os02g40880",0.159569250286,"--","None","ribosomal protein L14, putative, expressed"
"LOC_Os02g40880",0.159569250286,"--","None","ribosomal protein L14, putative, expressed"
"LOC_Os04g28180",0.157438256379,"--","None","ribosomal protein, putative, expressed"
"LOC_Os04g28180",0.157438256379,"--","None","ribosomal protein, putative, expressed"
"LOC_Os08g23710",0.155802461686,"--","None","ribosomal protein L7Ae, putative, expressed"
"LOC_Os08g23710",0.155802461686,"--","None","ribosomal protein L7Ae, putative, expressed"
"LOC_Os10g32920",0.150244885093,"HLL","None","ribosomal protein, putative, expressed"
"LOC_Os10g32920",0.150244885093,"HLL","None","ribosomal protein, putative, expressed"
"LOC_Os05g38520",0.147783075153,"--","None","60S ribosomal protein L36-2, putative, expressed"
"LOC_Os05g38520",0.147783075153,"--","None","60S ribosomal protein L36-2, putative, expressed"
"LOC_Os02g01560",0.147674932477,"--","None","40S ribosomal protein S4, putative, expressed"
"LOC_Os02g01560",0.147674932477,"--","None","40S ribosomal protein S4, putative, expressed"
"LOC_Os07g10720",0.143755058787,"--","None","40S ribosomal protein S15a, putative, expressed"
"LOC_Os07g10720",0.143755058787,"--","None","40S ribosomal protein S15a, putative, expressed"
"LOC_Os03g04750",0.141796305788,"--","None","60S ribosomal protein L21-2, putative, expressed"
"LOC_Os03g04750",0.141796305788,"--","None","60S ribosomal protein L21-2, putative, expressed"
"LOC_Os10g08930",0.141050033839,"--","None","S10/S20 domain containing ribosomal protein, putative, expressed"
"LOC_Os10g08930",0.141050033839,"--","None","S10/S20 domain containing ribosomal protein, putative, expressed"
"LOC_Os02g47140",0.13840573088,"--","None","L11 domain containing ribosomal protein, putative, expressed"
"LOC_Os02g47140",0.13840573088,"--","None","L11 domain containing ribosomal protein, putative, expressed"
"LOC_Os05g39960",0.136483306213,"--","None","40S ribosomal protein S26, putative, expressed"
"LOC_Os05g39960",0.136483306213,"--","None","40S ribosomal protein S26, putative, expressed"
"LOC_Os02g13530",0.132783193944,"--","None","40S ribosomal protein S24, putative, expressed"
"LOC_Os02g13530",0.132783193944,"--","None","40S ribosomal protein S24, putative, expressed"
"LOC_Os01g09510",0.130547104411,"--","None","60S acidic ribosomal protein, putative, expressed"
"LOC_Os01g09510",0.130547104411,"--","None","60S acidic ribosomal protein, putative, expressed"
"LOC_Os09g08430",0.129956983744,"--","None","ribosomal protein L22, putative, expressed"
"LOC_Os09g08430",0.129956983744,"--","None","ribosomal protein L22, putative, expressed"
"LOC_Os08g41300",0.129334413776,"rpL32_8.1","None","60S ribosomal protein L32, putative, expressed"
"LOC_Os08g41300",0.129334413776,"rpL32_8.1","None","60S ribosomal protein L32, putative, expressed"
"LOC_Os08g06040",0.128701195818,"--","None","60S ribosomal protein L34, putative, expressed"
"LOC_Os08g06040",0.128701195818,"--","None","60S ribosomal protein L34, putative, expressed"
"LOC_Os08g02340",0.12798923953,"--","None","60S acidic ribosomal protein, putative, expressed"
"LOC_Os08g02340",0.12798923953,"--","None","60S acidic ribosomal protein, putative, expressed"
"LOC_Os03g21940",0.125880661253,"--","None","60S ribosomal protein L19-3, putative, expressed"
"LOC_Os03g21940",0.125880661253,"--","None","60S ribosomal protein L19-3, putative, expressed"
"LOC_Os03g29460",0.124179512623,"--","None","60S ribosomal protein, putative, expressed"
"LOC_Os03g29460",0.124179512623,"--","None","60S ribosomal protein, putative, expressed"
"LOC_Os02g18380",0.122419212453,"--","None","60S ribosomal protein L27-3, putative, expressed"
"LOC_Os02g18380",0.122419212453,"--","None","60S ribosomal protein L27-3, putative, expressed"
"LOC_Os12g38000",0.121093926538,"--","None","60S ribosomal protein L8, putative, expressed"
"LOC_Os12g38000",0.121093926538,"--","None","60S ribosomal protein L8, putative, expressed"
"LOC_Os02g56960",0.120777867216,"--","None","ribosomal protein, putative, expressed"
"LOC_Os02g56960",0.120777867216,"--","None","ribosomal protein, putative, expressed"
"LOC_Os02g57540",0.120773903208,"--","None","60S ribosomal protein L28-1, putative, expressed"
"LOC_Os02g57540",0.120773903208,"--","None","60S ribosomal protein L28-1, putative, expressed"
"LOC_Os05g11710",0.120067360085,"--","None","ribosomal protein L5, putative, expressed"
"LOC_Os05g11710",0.120067360085,"--","None","ribosomal protein L5, putative, expressed"
"LOC_Os02g18550",0.117348091357,"--","None","40S ribosomal protein S3a, putative, expressed"
"LOC_Os02g18550",0.117348091357,"--","None","40S ribosomal protein S3a, putative, expressed"
"LOC_Os02g27760",0.116810888015,"--","None","40S ribosomal protein S15a, putative, expressed"
"LOC_Os02g27760",0.116810888015,"--","None","40S ribosomal protein S15a, putative, expressed"
"LOC_Os03g05980",0.116622789744,"--","None","40S ribosomal protein S9-2, putative, expressed"
"LOC_Os03g05980",0.116622789744,"--","None","40S ribosomal protein S9-2, putative, expressed"
"LOC_Os03g18570",0.116585761408,"--","None","40S ribosomal protein S7, putative, expressed"
"LOC_Os03g18570",0.116585761408,"--","None","40S ribosomal protein S7, putative, expressed"
"LOC_Os05g06770",0.115464999629,"--","None","40S ribosomal protein S27a, putative, expressed"
"LOC_Os05g06770",0.115464999629,"--","None","40S ribosomal protein S27a, putative, expressed"
"LOC_Os07g46750",0.114787337496,"--","None","elongation factor protein, putative, expressed"
"LOC_Os07g46750",0.114787337496,"--","None","elongation factor protein, putative, expressed"
"LOC_Os01g16890",0.114441464494,"--","None","ribosomal protein L7Ae, putative, expressed"
"LOC_Os01g16890",0.114441464494,"--","None","ribosomal protein L7Ae, putative, expressed"
"LOC_Os06g02510",0.113726622332,"--","None","ribosomal protein L13, putative, expressed"
"LOC_Os06g02510",0.113726622332,"--","None","ribosomal protein L13, putative, expressed"
"LOC_Os06g36160",0.111265429866,"--","None","40S ribosomal protein S24, putative, expressed"
"LOC_Os06g36160",0.111265429866,"--","None","40S ribosomal protein S24, putative, expressed"
"LOC_Os03g22340",0.111210427208,"--","None","60S ribosomal protein L22-2, putative, expressed"
"LOC_Os03g22340",0.111210427208,"--","None","60S ribosomal protein L22-2, putative, expressed"
"LOC_Os05g49030",0.111206834815,"--","None","60S ribosomal protein L18a, putative, expressed"
"LOC_Os05g49030",0.111206834815,"--","None","60S ribosomal protein L18a, putative, expressed"
"LOC_Os07g47710",0.111180053345,"--","None","60S ribosomal protein L22-2, putative, expressed"
"LOC_Os07g47710",0.111180053345,"--","None","60S ribosomal protein L22-2, putative, expressed"
"LOC_Os02g33140",0.109979074272,"--","None","ribosomal protein, putative, expressed"
"LOC_Os02g33140",0.109979074272,"--","None","ribosomal protein, putative, expressed"
"LOC_Os03g27260",0.108348545399,"--","None","40S ribosomal protein S6, putative, expressed"
"LOC_Os03g27260",0.108348545399,"--","None","40S ribosomal protein S6, putative, expressed"
"LOC_Os03g13170",0.10691372026,"UBQ","None","ubiquitin fusion protein, putative, expressed"
"LOC_Os03g13170",0.10691372026,"UBQ","None","ubiquitin fusion protein, putative, expressed"
"LOC_Os02g54470",0.106809732769,"--","None","60S ribosomal protein L35a-3, putative, expressed"
"LOC_Os02g54470",0.106809732769,"--","None","60S ribosomal protein L35a-3, putative, expressed"
"LOC_Os01g60790",0.10665642676,"--","None","40S ribosomal protein S26, putative, expressed"
"LOC_Os01g60790",0.10665642676,"--","None","40S ribosomal protein S26, putative, expressed"
"LOC_Os03g22460",0.10501535396,"--","None","expressed protein"
"LOC_Os03g22460",0.10501535396,"--","None","expressed protein"
